Model                                         | Scenario |        Extra |    N |   Accuracy
anthropic-claude-opus-4.6                     |       28 |   Event Load |   10 |      80.0%
anthropic-claude-opus-4.6                     |       28 |      Min ECT |   10 |      80.0%
anthropic-claude-opus-4.6                     |       28 |     ECT Load |   10 |      10.0%
anthropic-claude-opus-4.6                     |       29 |   Min Events |   10 |      50.0%
anthropic-claude-opus-4.6                     |       29 |   Event Load |   10 |      90.0%
anthropic-claude-opus-4.6                     |       29 |      Min ECT |   10 |      90.0%
anthropic-claude-opus-4.6                     |       29 |     ECT Load |   10 |      10.0%
anthropic-claude-opus-4.6                     |       30 |   Min Events |   10 |       0.0%
anthropic-claude-opus-4.6                     |       30 |   Event Load |   10 |      20.0%
anthropic-claude-opus-4.6                     |       30 |      Min ECT |   10 |      50.0%
anthropic-claude-opus-4.6                     |       30 |     ECT Load |   10 |       0.0%
anthropic-claude-opus-4.6                     |       31 |   Min Events |   10 |       0.0%
anthropic-claude-opus-4.6                     |       31 |   Event Load |   10 |      50.0%
anthropic-claude-opus-4.6                     |       31 |      Min ECT |   10 |      60.0%
anthropic-claude-opus-4.6                     |       31 |     ECT Load |   10 |       0.0%
anthropic-claude-opus-4.6                     |       32 |   Min Events |   10 |      20.0%
anthropic-claude-opus-4.6                     |       32 |   Event Load |   10 |      60.0%
anthropic-claude-opus-4.6                     |       32 |      Min ECT |   10 |      80.0%
anthropic-claude-opus-4.6                     |       32 |     ECT Load |   10 |       0.0%
anthropic-claude-opus-4.6                     |       37 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6                     |       37 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6                     |       37 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6                     |       37 |     ECT Load |   10 |      80.0%
anthropic-claude-opus-4.6                     |       39 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6                     |       39 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6                     |       39 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6                     |       39 |     ECT Load |   10 |      90.0%

anthropic-claude-opus-4.6 (with COT)          |        7 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        7 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        7 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        7 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        8 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        8 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        8 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        8 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        9 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        9 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        9 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |        9 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       10 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       10 |   Event Load |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       10 |      Min ECT |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       10 |     ECT Load |   10 |      20.0%
anthropic-claude-opus-4.6 (with COT)          |       11 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       11 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       11 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       11 |     ECT Load |   10 |      70.0%
anthropic-claude-opus-4.6 (with COT)          |       12 |   Min Events |   10 |      30.0%
anthropic-claude-opus-4.6 (with COT)          |       12 |   Event Load |   10 |       0.0%
anthropic-claude-opus-4.6 (with COT)          |       12 |      Min ECT |   10 |       0.0%
anthropic-claude-opus-4.6 (with COT)          |       12 |     ECT Load |   10 |      50.0%
anthropic-claude-opus-4.6 (with COT)          |       13 |   Min Events |   10 |       0.0%
anthropic-claude-opus-4.6 (with COT)          |       13 |   Event Load |   10 |       0.0%
anthropic-claude-opus-4.6 (with COT)          |       13 |      Min ECT |   10 |       0.0%
anthropic-claude-opus-4.6 (with COT)          |       13 |     ECT Load |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       14 |   Min Events |   10 |      30.0%
anthropic-claude-opus-4.6 (with COT)          |       14 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       14 |      Min ECT |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       14 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       15 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       15 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       15 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       15 |     ECT Load |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       16 |   Min Events |   10 |      30.0%
anthropic-claude-opus-4.6 (with COT)          |       16 |   Event Load |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       16 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       16 |     ECT Load |   10 |      80.0%
anthropic-claude-opus-4.6 (with COT)          |       17 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       17 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       17 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       17 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       18 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       18 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       18 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       18 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       19 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       19 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       19 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       19 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       20 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       20 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       20 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       20 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       21 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       21 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       21 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       21 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       22 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       22 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       22 |      Min ECT |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       22 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       23 |   Min Events |   10 |      50.0%
anthropic-claude-opus-4.6 (with COT)          |       23 |   Event Load |   10 |      20.0%
anthropic-claude-opus-4.6 (with COT)          |       23 |      Min ECT |   10 |      30.0%
anthropic-claude-opus-4.6 (with COT)          |       23 |     ECT Load |   10 |      20.0%
anthropic-claude-opus-4.6 (with COT)          |       24 |   Min Events |   10 |      40.0%
anthropic-claude-opus-4.6 (with COT)          |       24 |   Event Load |   10 |      70.0%
anthropic-claude-opus-4.6 (with COT)          |       24 |      Min ECT |   10 |      60.0%
anthropic-claude-opus-4.6 (with COT)          |       24 |     ECT Load |   10 |      40.0%
anthropic-claude-opus-4.6 (with COT)          |       27 |   Min Events |   10 |      80.0%
anthropic-claude-opus-4.6 (with COT)          |       27 |   Event Load |   10 |      70.0%
anthropic-claude-opus-4.6 (with COT)          |       27 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       27 |     ECT Load |   10 |      60.0%
anthropic-claude-opus-4.6 (with COT)          |       28 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       28 |   Event Load |   10 |      80.0%
anthropic-claude-opus-4.6 (with COT)          |       28 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       28 |     ECT Load |   10 |      30.0%
anthropic-claude-opus-4.6 (with COT)          |       29 |   Min Events |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       29 |   Event Load |   10 |      80.0%
anthropic-claude-opus-4.6 (with COT)          |       29 |      Min ECT |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       29 |     ECT Load |   10 |      30.0%
anthropic-claude-opus-4.6 (with COT)          |       30 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       30 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       30 |      Min ECT |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       30 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       31 |   Min Events |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       31 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       31 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       31 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       32 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       32 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       32 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       32 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       37 |   Min Events |   10 |      90.0%
anthropic-claude-opus-4.6 (with COT)          |       37 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       37 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       37 |     ECT Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       39 |   Min Events |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       39 |   Event Load |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       39 |      Min ECT |   10 |     100.0%
anthropic-claude-opus-4.6 (with COT)          |       39 |     ECT Load |   10 |      90.0%

anthropic-claude-opus-4.6_lowthink            |        7 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        7 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        7 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        7 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        8 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        8 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        8 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        8 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        9 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        9 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        9 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |        9 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       10 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       10 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       10 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       10 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       11 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       11 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       11 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       11 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       12 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       12 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       12 |      Min ECT |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       12 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       13 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       13 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       13 |      Min ECT |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       13 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       14 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       14 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       14 |      Min ECT |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       14 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       15 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       15 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       15 |      Min ECT |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       15 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       16 |   Min Events |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       16 |   Event Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       16 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       16 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       17 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       17 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       17 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       17 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       18 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       18 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       18 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       18 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       19 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       19 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       19 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       19 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       20 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       20 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       20 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       20 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       21 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       21 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       21 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       21 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       22 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       22 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       22 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       22 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       23 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       23 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       23 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       23 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       24 |   Min Events |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       24 |   Event Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       24 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       24 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       27 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       27 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       27 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       27 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       28 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       28 |   Event Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       28 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       28 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       29 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       29 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       29 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       29 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       30 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       30 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       30 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       30 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       31 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       31 |   Event Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       31 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       31 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       32 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       32 |   Event Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       32 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       32 |     ECT Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink            |       37 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       37 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       37 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       37 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink            |       39 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       39 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       39 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink            |       39 |     ECT Load |    2 |      50.0%

anthropic-claude-opus-4.6_lowthink (with COT) |        7 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        7 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        7 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        7 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        8 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        8 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        8 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        8 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        9 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        9 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        9 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |        9 |     ECT Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       10 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       10 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       10 |      Min ECT |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       10 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       11 |   Min Events |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       11 |   Event Load |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       11 |      Min ECT |    2 |     100.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       11 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       12 |   Min Events |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       12 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       12 |      Min ECT |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       12 |     ECT Load |    2 |      50.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       13 |   Min Events |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       13 |   Event Load |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       13 |      Min ECT |    2 |       0.0%
anthropic-claude-opus-4.6_lowthink (with COT) |       13 |     ECT Load |    2 |     100.0%
